Loyalty Number,CLV,Churn_Probability,Risk_Level,Value_Segment,Revenue_At_Risk,Priority_Score,Recommended_Action,Communication_Channel,Action_Timeline
807681,2472.25,0.10975979,Low Risk,Bronze,271.35364746674895,271.35364746674895,No Action Required,None,No Immediate Action
146028,8152.24,0.15625459,Low Risk,Gold,1273.8249151754378,1273.8249151754378,No Action Required,None,No Immediate Action
809016,4815.53,0.083289914,Low Risk,Silver,401.08507876090704,401.08507876090704,No Action Required,None,No Immediate Action
809024,5599.38,0.11093004,Low Risk,Silver,621.1394500556588,621.1394500556588,No Action Required,None,No Immediate Action
809107,14567.27,0.16808957,Low Risk,Premium,2448.6061301976442,2448.6061301976442,No Action Required,None,No Immediate Action
810338,3435.25,0.22115996,Low Risk,Bronze,759.7397690787911,759.7397690787911,No Action Required,None,No Immediate Action
810448,3978.67,0.09804282,Low Risk,Bronze,390.0800400745124,390.0800400745124,No Action Required,None,No Immediate Action
810482,5061.18,0.0865664,Low Risk,Silver,438.1281501075626,438.1281501075626,No Action Required,None,No Immediate Action
810503,10425.99,0.34181535,Low Risk,Premium,3563.7634463846684,3563.7634463846684,No Action Required,None,No Immediate Action
145292,19014.48,0.99993336,Critical Risk,Premium,19013.212913217543,19013.212913217543,Personal Relationship Manager Call,Phone Call,Within 24 Hours
939320,7296.54,0.23229368,Low Risk,Gold,1694.9401301309467,1694.9401301309467,No Action Required,None,No Immediate Action
810517,8503.94,0.827317,Critical Risk,Gold,7035.454124178887,7035.454124178887,Free Upgrade Voucher,Email + SMS,Within 24 Hours
810581,2357.5,0.18065625,Low Risk,Bronze,425.8971194922924,425.8971194922924,No Action Required,None,No Immediate Action
810621,5288.17,0.10756773,Low Risk,Silver,568.8364298814536,568.8364298814536,No Action Required,None,No Immediate Action
810668,26200.83,0.17165893,Low Risk,Premium,4497.606525776982,4497.606525776982,No Action Required,None,No Immediate Action
939319,6798.27,0.09536629,Low Risk,Gold,648.3257998875529,648.3257998875529,No Action Required,None,No Immediate Action
810693,14941.9,0.42769805,Medium Risk,Premium,6390.6214330643415,6390.6214330643415,Targeted Email Campaign,None,Within 30 Days
145220,9061.77,0.16958483,Low Risk,Premium,1536.7386853940786,1536.7386853940786,No Action Required,None,No Immediate Action
810755,2871.44,0.053989075,Low Risk,Bronze,155.02638987481595,155.02638987481595,No Action Required,None,No Immediate Action
810833,5595.39,0.12687604,Low Risk,Silver,709.9209326912463,709.9209326912463,No Action Required,None,No Immediate Action
810899,9419.88,0.0837486,Low Risk,Premium,788.9017751392721,788.9017751392721,No Action Required,None,No Immediate Action
810990,4099.66,0.13031925,Low Risk,Silver,534.2646271559596,534.2646271559596,No Action Required,None,No Immediate Action
810257,4966.85,0.12677263,Low Risk,Silver,629.6606235794724,629.6606235794724,No Action Required,None,No Immediate Action
145322,14382.56,0.102088906,Low Risk,Premium,1468.2998140227794,1468.2998140227794,No Action Required,None,No Immediate Action
810100,3644.83,0.08486311,Low Risk,Bronze,309.31161423936487,309.31161423936487,No Action Required,None,No Immediate Action
810071,5480.07,0.049822908,Low Risk,Silver,273.0330228673294,273.0330228673294,No Action Required,None,No Immediate Action
145542,3870.36,0.999884,Critical Risk,Bronze,3869.911074471474,3869.911074471474,Double Loyalty Points Campaign,App Notification,Within 24 Hours
939399,30859.36,0.15576237,Low Risk,Premium,4806.727186098099,4806.727186098099,No Action Required,None,No Immediate Action
809207,2382.71,0.7666229,High Risk,Bronze,1826.6400523531438,1826.6400523531438,20% Bonus Miles Offer,Email,Within 7 Days
809216,8649.7,0.13869832,Low Risk,Gold,1199.6988979563118,1199.6988979563118,No Action Required,None,No Immediate Action
809218,8186.31,0.11747303,Low Risk,Gold,961.6706287602335,961.6706287602335,No Action Required,None,No Immediate Action
809299,4191.97,0.19051366,Low Risk,Silver,798.627528627962,798.627528627962,No Action Required,None,No Immediate Action
145480,4636.55,0.12049139,Low Risk,Silver,558.6643677990884,558.6643677990884,No Action Required,None,No Immediate Action
809301,9863.5,0.9998772,Critical Risk,Premium,9862.288904547691,9862.288904547691,Personal Relationship Manager Call,Phone Call,Within 24 Hours
807058,4420.25,0.94475424,Critical Risk,Silver,4176.049942165613,4176.049942165613,Double Loyalty Points Campaign,App Notification,Within 24 Hours
809404,8291.66,0.077506356,Low Risk,Gold,642.6563513042032,642.6563513042032,No Action Required,None,No Immediate Action
809587,8954.84,0.101189665,Low Risk,Premium,906.1372641733288,906.1372641733288,No Action Required,None,No Immediate Action
145449,7524.74,0.6127275,High Risk,Gold,4610.615300290585,4610.615300290585,Priority Lounge Access,Email,Within 7 Days
809681,7757.13,0.07595839,Low Risk,Gold,589.2191330804676,589.2191330804676,No Action Required,None,No Immediate Action
809728,4987.64,0.836957,Critical Risk,Silver,4174.440100975037,4174.440100975037,Double Loyalty Points Campaign,App Notification,Within 24 Hours
939333,6403.58,0.99989736,Critical Risk,Gold,6402.92274168253,6402.92274168253,Free Upgrade Voucher,Email + SMS,Within 24 Hours
145323,22325.83,0.08762744,Low Risk,Premium,1956.3553442022205,1956.3553442022205,No Action Required,None,No Immediate Action
809733,8639.09,0.06277885,Low Risk,Gold,542.3521601270884,542.3521601270884,No Action Required,None,No Immediate Action
810028,2826.8,0.15606228,Low Risk,Bronze,441.1568394541741,441.1568394541741,No Action Required,None,No Immediate Action
809449,2996.14,0.08909709,Low Risk,Bronze,266.9473554287851,266.9473554287851,No Action Required,None,No Immediate Action
146090,10484.92,0.26597196,Low Risk,Premium,2788.694708554745,2788.694708554745,No Action Required,None,No Immediate Action
806995,15394.87,0.15375613,Low Risk,Premium,2367.0555831958354,2367.0555831958354,No Action Required,None,No Immediate Action
806859,3979.59,0.29195994,Low Risk,Bronze,1161.8808631449938,1161.8808631449938,No Action Required,None,No Immediate Action
147064,11160.08,0.10075772,Low Risk,Premium,1124.4641944599152,1124.4641944599152,No Action Required,None,No Immediate Action
804438,7582.11,0.107231654,Low Risk,Gold,813.0421978294104,813.0421978294104,No Action Required,None,No Immediate Action
804510,6563.64,0.99990296,Critical Risk,Gold,6563.003088254929,6563.003088254929,Free Upgrade Voucher,Email + SMS,Within 24 Hours
804521,8970.65,0.16319576,Low Risk,Premium,1463.9720359936357,1463.9720359936357,No Action Required,None,No Immediate Action
804534,7440.92,0.090043716,Low Risk,Gold,670.0080882456899,670.0080882456899,No Action Required,None,No Immediate Action
146839,7271.43,0.14582749,Low Risk,Gold,1060.3743646042049,1060.3743646042049,No Action Required,None,No Immediate Action
804536,15122.99,0.09416196,Low Risk,Premium,1424.0103416886925,1424.0103416886925,No Action Required,None,No Immediate Action
939593,6624.61,0.9999391,Critical Risk,Gold,6624.206455608606,6624.206455608606,Free Upgrade Voucher,Email + SMS,Within 24 Hours
804557,6044.02,0.13280345,Low Risk,Gold,802.6667380598188,802.6667380598188,No Action Required,None,No Immediate Action
804710,5395.35,0.11448029,Low Risk,Silver,617.6612155839802,617.6612155839802,No Action Required,None,No Immediate Action
804770,2305.06,0.41310853,Medium Risk,Bronze,952.2399427688122,952.2399427688122,Targeted Email Campaign,None,Within 30 Days
804784,4061.59,0.16594154,Low Risk,Silver,673.9864849346876,673.9864849346876,No Action Required,None,No Immediate Action
146760,4821.99,0.22177352,Low Risk,Silver,1069.3896962450444,1069.3896962450444,No Action Required,None,No Immediate Action
804816,2746.92,0.9536611,Critical Risk,Bronze,2619.630705342293,2619.630705342293,Double Loyalty Points Campaign,App Notification,Within 24 Hours
804890,8319.53,0.92584115,Critical Risk,Gold,7702.563244856001,7702.563244856001,Free Upgrade Voucher,Email + SMS,Within 24 Hours
804911,28421.57,0.9999403,Critical Risk,Premium,28419.872554301022,28419.872554301022,Personal Relationship Manager Call,Phone Call,Within 24 Hours
804930,2926.52,0.11054617,Low Risk,Bronze,323.5155823016167,323.5155823016167,No Action Required,None,No Immediate Action
804402,2430.51,0.1496978,Low Risk,Bronze,363.84198896571996,363.84198896571996,No Action Required,None,No Immediate Action
804368,7758.59,0.13892868,Low Risk,Gold,1077.8906798681617,1077.8906798681617,No Action Required,None,No Immediate Action
804328,6896.09,0.09503055,Low Risk,Gold,655.339250643924,655.339250643924,No Action Required,None,No Immediate Action
804259,6091.9,0.08202022,Low Risk,Gold,499.65899735093114,499.65899735093114,No Action Required,None,No Immediate Action
803529,3440.36,0.11058815,Low Risk,Bronze,380.4630416661501,380.4630416661501,No Action Required,None,No Immediate Action
114242,5914.95,0.13534507,Low Risk,Gold,800.5593309894203,800.5593309894203,No Action Required,None,No Immediate Action
803586,3799.75,0.90864885,Critical Risk,Bronze,3452.638462215662,3452.638462215662,Double Loyalty Points Campaign,App Notification,Within 24 Hours
803587,30718.81,0.24243979,Low Risk,Premium,7447.46189337656,7447.46189337656,No Action Required,None,No Immediate Action
939741,8065.23,0.22066091,Low Risk,Gold,1779.6809912426768,1779.6809912426768,No Action Required,None,No Immediate Action
803656,3371.53,0.22031763,Low Risk,Bronze,742.8075056818128,742.8075056818128,No Action Required,None,No Immediate Action
147408,5807.66,0.8979741,Critical Risk,Gold,5215.128109949827,5215.128109949827,Free Upgrade Voucher,Email + SMS,Within 24 Hours
803747,4611.25,0.15786873,Low Risk,Silver,727.9721721820533,727.9721721820533,No Action Required,None,No Immediate Action
146702,7385.36,0.31866962,Low Risk,Gold,2353.4898439073563,2353.4898439073563,No Action Required,None,No Immediate Action
803796,5239.89,0.18922015,Low Risk,Silver,991.4927473904193,991.4927473904193,No Action Required,None,No Immediate Action
803844,7633.82,0.17059733,Low Risk,Gold,1302.3093076834082,1302.3093076834082,No Action Required,None,No Immediate Action
147272,6273.91,0.12615657,Low Risk,Gold,791.4949568486213,791.4949568486213,No Action Required,None,No Immediate Action
803956,3386.53,0.10218217,Low Risk,Bronze,346.042991751954,346.042991751954,No Action Required,None,No Immediate Action
803976,29049.71,0.23350964,Low Risk,Premium,6783.387465559989,6783.387465559989,No Action Required,None,No Immediate Action
804137,4770.55,0.09730162,Low Risk,Silver,464.1822302423418,464.1822302423418,No Action Required,None,No Immediate Action
804239,4904.89,0.11495988,Low Risk,Silver,563.865569293946,563.865569293946,No Action Required,None,No Immediate Action
147241,7517.38,0.05291273,Low Risk,Gold,397.76510368712246,397.76510368712246,No Action Required,None,No Immediate Action
939683,2867.31,0.08748878,Low Risk,Bronze,250.8574478622526,250.8574478622526,No Action Required,None,No Immediate Action
803830,2221.36,0.19764544,Low Risk,Bronze,439.04167614817624,439.04167614817624,No Action Required,None,No Immediate Action
145193,11638.9,0.88730145,Critical Risk,Premium,10327.212788295745,10327.212788295745,Personal Relationship Manager Call,Phone Call,Within 24 Hours
805008,4717.63,0.11787836,Low Risk,Silver,556.10649945274,556.10649945274,No Action Required,None,No Immediate Action
805013,6900.95,0.26899847,Low Risk,Gold,1856.3450183406471,1856.3450183406471,No Action Required,None,No Immediate Action
806008,8997.04,0.13389628,Low Risk,Premium,1204.6701542150975,1204.6701542150975,No Action Required,None,No Immediate Action
806030,3903.47,0.2794653,Low Risk,Bronze,1090.8843674519658,1090.8843674519658,No Action Required,None,No Immediate Action
939521,4270.03,0.72346497,High Risk,Silver,3089.2171080017088,3089.2171080017088,20% Bonus Miles Offer,Email,Within 7 Days
146354,3500.45,0.28873828,Low Risk,Bronze,1010.7139140978455,1010.7139140978455,No Action Required,None,No Immediate Action
806157,10408.97,0.2259009,Low Risk,Premium,2351.3957258822024,2351.3957258822024,No Action Required,None,No Immediate Action
806168,7910.87,0.22150525,Low Risk,Gold,1752.2992727223038,1752.2992727223038,No Action Required,None,No Immediate Action
806196,7413.39,0.34806937,Low Risk,Gold,2580.3739853292705,2580.3739853292705,No Action Required,None,No Immediate Action
806283,5553.76,0.1333756,Low Risk,Silver,740.7360721468925,740.7360721468925,No Action Required,None,No Immediate Action
806348,7027.76,0.7652387,High Risk,Gold,5377.913942456245,5377.913942456245,Priority Lounge Access,Email,Within 7 Days
146215,5866.07,0.09122496,Low Risk,Gold,535.1320068723708,535.1320068723708,No Action Required,None,No Immediate Action
806598,2941.83,0.08923571,Low Risk,Bronze,262.51628321126105,262.51628321126105,No Action Required,None,No Immediate Action
806639,5678.05,0.077339634,Low Risk,Silver,439.1383105330169,439.1383105330169,No Action Required,None,No Immediate Action
806815,7610.54,0.100423485,Low Risk,Gold,764.2769498413801,764.2769498413801,No Action Required,None,No Immediate Action
806839,4912.03,0.22459781,Low Risk,Silver,1103.2311889994144,1103.2311889994144,No Action Required,None,No Immediate Action
939485,2413.89,0.121092565,Low Risk,Bronze,292.30413259126243,292.30413259126243,No Action Required,None,No Immediate Action
806850,4894.99,0.16503647,Low Risk,Silver,807.8518688067793,807.8518688067793,No Action Required,None,No Immediate Action
146099,6369.26,0.47173113,Medium Risk,Gold,3004.578193551302,3004.578193551302,Targeted Email Campaign,None,Within 30 Days
805977,10845.74,0.08654962,Low Risk,Premium,938.6946468786895,938.6946468786895,No Action Required,None,No Immediate Action
805932,27440.61,0.11315723,Low Risk,Premium,3105.103352223784,3105.103352223784,No Action Required,None,No Immediate Action
146400,3337.98,0.28279197,Low Risk,Bronze,943.9539472317696,943.9539472317696,No Action Required,None,No Immediate Action
805902,17666.57,0.9214083,Critical Risk,Premium,16278.124153352976,16278.124153352976,Personal Relationship Manager Call,Phone Call,Within 24 Hours
805110,4463.0,0.31365937,Low Risk,Silver,1399.861768066883,1399.861768066883,No Action Required,None,No Immediate Action
146572,4579.61,0.99993813,Critical Risk,Silver,4579.326661263704,4579.326661263704,Double Loyalty Points Campaign,App Notification,Within 24 Hours
805140,9806.22,0.15118623,Low Risk,Premium,1482.5654107618332,1482.5654107618332,No Action Required,None,No Immediate Action
805159,9101.52,0.17152134,Low Risk,Premium,1561.1048685765268,1561.1048685765268,No Action Required,None,No Immediate Action
805170,2551.23,0.11407951,Low Risk,Bronze,291.04307507269084,291.04307507269084,No Action Required,None,No Immediate Action
805226,2615.91,0.12544589,Low Risk,Bronze,328.1551514299214,328.1551514299214,No Action Required,None,No Immediate Action
146560,8036.45,0.20190485,Low Risk,Gold,1622.5982174612582,1622.5982174612582,No Action Required,None,No Immediate Action
805349,4050.51,0.14229688,Low Risk,Silver,576.3749373677373,576.3749373677373,No Action Required,None,No Immediate Action
939571,36946.06,0.18896692,Low Risk,Premium,6981.5829800263045,6981.5829800263045,No Action Required,None,No Immediate Action
114307,9863.5,0.10700545,Low Risk,Premium,1055.448227956891,1055.448227956891,No Action Required,None,No Immediate Action
805431,2759.98,0.13246818,Low Risk,Bronze,365.60952431291344,365.60952431291344,No Action Required,None,No Immediate Action
